Date,INR/USD,INR/EUR,INR/GBP,INR/JPY,INR/AED
2000-03-13,43.65,42.11287988422576,68.89204545454545,0.4144511963539689,11.8856364874064
2000-03-14,43.64,42.08699006654451,68.62714263248938,0.4162136385312351,11.88291354663036
2000-03-15,43.65,42.32111692844676,68.66446436998584,0.41343057397234323,11.8856364874064
2000-03-16,43.58,42.31478784347995,68.62992125984252,0.4125721859320269,11.866575901974132
2000-03-17,43.65,42.31291198138813,68.55662007224753,0.4114043355325165,11.8856364874064
2000-03-20,43.63,42.3633362462375,68.43921568627452,0.40967136150234745,11.880190605854324
2000-03-21,43.59,42.29575004851543,68.54851391728259,0.4077261247778506,11.86929884275017
2000-03-22,43.65,41.93889315910838,68.55662007224753,0.4088227030064625,11.8856364874064
2000-03-23,43.65,42.300610524275605,69.09925597593794,0.4062354583527222,11.8856364874064
2000-03-24,43.65,42.44457409568261,69.4510739856802,0.406993006993007,11.8856364874064
2000-03-27,43.62,42.07175925925926,69.16124940542254,0.40716886026323157,11.877467665078285
2000-03-28,43.65,41.96711854629363,69.28571428571428,0.41218130311614726,11.8856364874064
2000-03-29,43.65,41.57142857142857,69.27471829868274,0.41335227272727276,11.8856364874064
2000-03-30,43.65,41.87853784898781,69.49530329565356,0.41362645693167815,11.8856364874064
2000-03-31,43.65,41.7903303015797,69.49530329565356,0.42490022388786136,11.8856364874064
2000-04-03,43.632,41.7131931166348,69.72195589645254,0.4162564396107613,11.88073519400953
2000-04-04,43.65,41.850431447746885,69.68390804597702,0.4144118484762176,11.8856364874064
2000-04-05,43.68,42.1377580551804,69.4546032755605,0.416,11.893805309734514
2000-04-06,43.65,41.81835600689787,68.9682414283457,0.4165871349494178,11.8856364874064
2000-04-07,43.67,41.877637130801695,69.13091657432325,0.41460172790278177,11.891082368958475
2000-04-10,43.66,41.86001917545541,69.10414688192465,0.4104540753971984,11.888359428182437
2000-04-11,43.68,41.895261845386536,69.33333333333333,0.4084151472650771,11.893805309734514
2000-04-12,43.7,41.73829990448902,69.40914866581957,0.4128093708671831,11.899251191286591
2000-04-13,43.7,41.61904761904762,69.39812609178973,0.41319969742813917,11.899251191286591
2000-04-14,43.75,41.842004590665645,69.38937351308486,0.4161910197869102,11.91286589516678
2000-04-17,43.68,41.71521344666221,69.24540266328471,0.4192340915634898,11.893805309734514
2000-04-18,43.7,41.4139499620925,68.88398486759144,0.4178219715077923,11.899251191286591
2000-04-19,43.7,40.94443923920173,68.94919532975702,0.41642843529635987,11.899251191286591
2000-04-20,43.687,40.95912244515282,69.02670248064464,0.41429113323850164,11.89571136827774
2000-04-21,43.7,40.98668167323204,68.98184688239938,0.4127313940309785,11.899251191286591
2000-04-24,43.655,41.01757023395659,68.97614157054826,0.41316486844595873,11.886997957794419
2000-04-25,43.7,40.48920596683036,68.99273760656774,0.4133951376407152,11.899251191286591
2000-04-26,43.7,40.27649769585254,69.02543042173433,0.4104828104452377,11.899251191286591
2000-04-27,43.7,39.69118982742961,68.81889763779527,0.4108687476494923,11.899251191286591
2000-04-28,43.7,39.720050899836394,67.99439863077642,0.40470457492128176,11.899251191286591
2000-05-01,43.67,39.82672138622891,67.93714996888612,0.4010469280925705,11.891082368958475
2000-05-02,43.75,39.67174464998187,68.21016526348613,0.40274325692718405,11.91286589516678
2000-05-03,43.73,38.88147950564595,68.24282147315854,0.40067802822063403,11.907420013614704
2000-05-04,43.67,38.89730114901577,67.40237691001698,0.4037163723768143,11.891082368958475
2000-05-05,43.7,39.126152744202706,66.8093563675279,0.40265364415369026,11.899251191286591
2000-05-08,43.7,39.112145350398286,66.90140845070422,0.4008071173071632,11.899251191286591
2000-05-09,43.7,39.42975728593341,66.9218989280245,0.3986862512544476,11.899251191286591
2000-05-10,44.3,40.29837169107614,67.13138354296105,0.4051952803439129,12.062627637848877
2000-05-11,44.44,40.090211998195755,66.64667066586682,0.4096985341569097,12.10074880871341
2000-05-12,44.15,40.088985744120585,66.98528296161432,0.4060143461467721,12.021783526208305
2000-05-15,44.44,40.61043589509275,66.99834162520729,0.4059188892948483,12.10074880871341
2000-05-16,44.05,39.87868911823284,66.11136124868678,0.40136674259681093,11.994554118447923
2000-05-17,44.02,39.268510258697596,65.61335519451482,0.40189902309869446,11.98638529611981
2000-05-18,44.03,39.41455554560917,65.23929471032746,0.4050597976080957,11.989108236895849
2000-05-19,44.0,39.363034532116664,65.359477124183,0.41163813265974364,11.980939414567734
2000-05-22,44.02,39.77591036414566,65.62313655336912,0.4113249859839283,11.98638529611981
2000-05-23,44.15,39.8753612716763,65.0220913107511,0.4136994002998501,12.021783526208305
2000-05-24,44.25,40.249226851009645,65.29437804338203,0.4113218070273285,12.049012933968687
2000-05-25,44.2,40.09797695727116,65.0,0.41123930033494605,12.035398230088497
2000-05-26,44.4,41.336933246438875,66.04194556001785,0.4142563911177458,12.089857045609259
2000-05-29,44.4,41.336933246438875,66.04194556001785,0.4142563911177458,12.089857045609259
2000-05-30,44.65,41.58517276706714,66.75138286739423,0.41948515595640734,12.157930565010211
2000-05-31,44.65,41.651119402985074,66.83131267774284,0.41442361240022274,12.157930565010211
2000-06-01,44.65,41.55421126105165,66.59209545115586,0.4106124701121942,12.157930565010211
2000-06-02,44.7,42.16185625353707,67.40048250904705,0.4133148404993065,12.171545268890403
2000-06-05,44.75,42.38090728288663,67.73119418798245,0.4165115413253909,12.185159972770593
2000-06-06,44.75,42.82706479088908,68.17489335770871,0.42360848163574405,12.185159972770593
2000-06-07,44.83,43.03542286646827,68.2551766138855,0.4249289099526066,12.206943498978896
2000-06-08,44.85,42.82440561443713,67.54518072289156,0.4236727753636879,12.212389380530974
2000-06-09,44.85,42.72242331872737,67.62665862484921,0.42002247611912347,12.212389380530974
2000-06-12,44.85,42.80397022332506,67.81070456607198,0.42053445850914206,12.212389380530974
2000-06-13,44.8,43.09349749903809,67.78635194431834,0.4195149358554171,12.198774676650782
2000-06-14,44.72,42.884541618718835,67.1875,0.418374029375994,12.176991150442477
2000-06-15,44.8,42.69513008672448,67.66349494034134,0.4205782951558393,12.198774676650782
2000-06-16,44.83,43.25132657983598,67.98604792235365,0.4220485784221427,12.206943498978896
2000-06-19,44.85,43.15404599249496,67.96484315805425,0.42415358426328736,12.212389380530974
2000-06-20,44.75,42.76567278287462,67.56756756756756,0.4244925061658129,12.185159972770593
2000-06-21,44.7,42.26550680786687,66.91616766467065,0.423696682464455,12.171545268890403
2000-06-22,44.7,42.007330138144916,67.54306436990026,0.4281609195402299,12.171545268890403
2000-06-23,44.75,41.87722253415684,67.17202041429,0.42786117219619463,12.185159972770593
2000-06-26,44.75,41.983300497232385,67.08139709189027,0.42352829831535116,12.185159972770593
2000-06-27,44.7,42.2136179053735,67.04664766761663,0.42357623424618596,12.171545268890403
2000-06-28,44.72,42.23250543016338,67.56307599335247,0.4238460809401952,12.176991150442477
2000-06-29,44.73,42.55946717411989,67.95806745670009,0.42563516985441047,12.179714091218516
2000-06-30,44.7,42.66488498616016,67.63504312301407,0.4211418880723573,12.171545268890403
2000-07-03,44.72,42.598590207658596,67.68578780081732,0.42332449829609997,12.176991150442477
2000-07-04,44.72,42.598590207658596,67.68578780081732,0.42332449829609997,12.176991150442477
2000-07-05,44.69,42.671631815143705,67.56879346840036,0.418015152932373,12.168822328114363
2000-07-06,44.81,42.69245426829268,67.75022679165407,0.41734190183477693,12.201497617426822
2000-07-07,44.78,42.46965098634294,67.80738946093277,0.4153603561821723,12.193328795098708
2000-07-10,44.75,42.6068742264115,67.74144716924009,0.4178338001867414,12.185159972770593
2000-07-11,44.75,42.497625830959166,67.75170325510977,0.41849808285794443,12.185159972770593
2000-07-12,44.75,42.07013255617185,67.425041434383,0.41297526762643044,12.185159972770593
2000-07-13,44.78,41.819200597683974,67.12636786089043,0.4135956405283089,12.193328795098708
2000-07-14,44.78,41.97600299962505,67.12636786089043,0.41509084167593624,12.193328795098708
2000-07-17,44.74,41.83654385636806,66.75619218143838,0.41223624804201603,12.182437031994555
2000-07-18,44.83,41.791740467977995,67.00044836347331,0.4139427516158818,12.206943498978896
2000-07-19,44.85,41.42804359874376,67.01030927835052,0.4145101663585952,12.212389380530974
2000-07-20,45.02,41.832373164839254,67.95471698113208,0.4172768560570952,12.258679373723623
2000-07-21,44.8,41.85742315238718,67.95085696951311,0.41070773744041067,12.198774676650782
2000-07-24,44.77,41.69693582937506,67.78198334595004,0.4110356224752112,12.19060585432267
2000-07-25,44.95,42.2145003756574,68.28193832599119,0.41125343092406225,12.239618788291356
2000-07-26,44.98,42.33810240963855,68.1618427034399,0.4116032210834553,12.247787610619469
2000-07-27,44.95,41.94270784734534,67.94135429262396,0.41181859825927625,12.239618788291356
2000-07-28,44.96,41.57189089227925,67.54807692307693,0.41010672261242365,12.242341729067393
2000-07-31,45.15,41.836545589325425,67.65058435720707,0.411652078774617,12.294077603812116
2000-08-01,45.15,41.6628218141552,67.6911544227886,0.4124417648670869,12.294077603812116
2000-08-02,45.4,41.480127912288715,67.76119402985074,0.4173945021605222,12.36215112321307
2000-08-03,45.4,41.04882459312839,67.86248131539611,0.4189737910668143,12.36215112321307
2000-08-04,45.4,41.201560940194206,68.19888838816284,0.4182789754929058,12.36215112321307
2000-08-07,45.62,41.5369206956205,68.7462326702833,0.4185705110560602,12.422055820285909
2000-08-08,45.8,41.305916305916305,68.79975965149467,0.42157584683357874,12.471068754254595
2000-08-09,45.7,41.08973206257867,68.51574212893553,0.4231873321603853,12.443839346494215
2000-08-10,45.9,41.66288463284016,68.75374475733973,0.42226310947562096,12.498298162014976
2000-08-11,45.9,41.519674355495255,69.03293728380207,0.42234081707765914,12.498298162014976
2000-08-14,45.85,41.433218868606545,69.0512048192771,0.4186449963476991,12.484683458134786
2000-08-15,45.8,41.83794646935233,68.9551339957844,0.4201834862385321,12.471068754254595
2000-08-16,45.8,41.87620005485965,68.64508393285371,0.4219253800092123,12.471068754254595
2000-08-17,45.95,42.051798297794456,68.89055472263868,0.423580383480826,12.511912865895168
2000-08-18,45.9,41.62132752992383,68.36461126005362,0.42331458083556206,12.498298162014976
2000-08-21,45.73,41.28001444304026,68.14185665325584,0.42135814982032616,12.452008168822328
2000-08-22,45.75,41.01667563206025,67.69754365196805,0.4222817057411851,12.457454050374405
2000-08-23,45.9,41.15853658536585,67.98992741816026,0.42889179592599513,12.498298162014976
2000-08-24,46.05,41.57262796786134,68.18181818181817,0.43081672747684535,12.539142273655548
2000-08-25,46.05,41.553871142393064,67.9003243880861,0.42969114490995614,12.539142273655548
2000-08-28,45.83,41.254838419299666,67.44665194996321,0.43053076561766085,12.47923757658271
2000-08-29,46.0,41.244508204070655,67.23180356620871,0.4331450094161958,12.525527569775358
2000-08-30,45.9,40.96019989291451,66.83168316831683,0.43110735418427726,12.498298162014976
2000-08-31,45.9,40.749289772727266,66.62795761358689,0.43033939621226325,12.498298162014976
2000-09-01,45.8,41.187050359712224,66.89060902585074,0.43297409718283225,12.471068754254595
2000-09-04,45.8,41.187050359712224,66.89060902585074,0.43297409718283225,12.471068754254595
2000-09-05,45.74,40.60003550505947,66.42462968341563,0.43199848885530795,12.454731109598367
2000-09-06,45.65,39.723285764009745,65.98727956056663,0.4303355957767722,12.430224642614023
2000-09-07,46.05,40.2464604090194,66.22088006902501,0.43815413891531874,12.539142273655548
2000-09-08,45.73,39.620516374978344,64.92049971607041,0.4312930302744506,12.452008168822328
2000-09-11,45.65,39.36702311141773,64.46829543849739,0.43078229687647446,12.430224642614023
2000-09-12,45.7,39.28479326055188,64.06841441188841,0.4273823997007388,12.443839346494215
2000-09-13,45.7,39.48505270433731,64.54802259887006,0.4266641770142844,12.443839346494215
2000-09-14,45.8,39.46574752261956,64.39820022497187,0.427039627039627,12.471068754254595
2000-09-15,45.85,39.30224584261958,64.2156862745098,0.42718717972607845,12.484683458134786
2000-09-18,46.15,39.33350379272138,64.68114926419061,0.4318330682137176,12.56637168141593
2000-09-19,46.45,39.548744146445294,65.40411151788228,0.4340310222388339,12.648059904697075
2000-09-20,46.3,39.17752580808936,65.31245591761885,0.43364240891636224,12.6072157930565
2000-09-21,46.09,39.44373127941806,65.81465086391546,0.43276995305164323,12.550034036759701
2000-09-22,46.18,40.60494152818078,67.27855477855478,0.4278302760793033,12.574540503744045
2000-09-25,46.16,40.33554701153442,67.11253271299796,0.428876707237759,12.569094622191967
2000-09-26,46.1,40.63822284908321,67.30909621842605,0.4283192418470687,12.55275697753574
2000-09-27,46.15,40.63573126705997,67.41162722757815,0.42954206999255395,12.56637168141593
2000-09-28,46.05,40.64430714916151,67.3935313917752,0.4280137559252718,12.539142273655548
2000-09-29,46.06,40.703428773418175,68.10587017595742,0.4268767377201112,12.541865214431587
2000-10-02,46.1,40.59528002817894,67.6548282946874,0.4236742946420366,12.55275697753574
2000-10-03,46.18,40.367132867132874,67.25895718030877,0.42499539849070495,12.574540503744045
2000-10-04,46.17,40.28795811518325,67.21502402096375,0.42245402141092503,12.571817562968006
2000-10-05,46.17,40.099009900990104,66.95185614849188,0.4224153705397987,12.571817562968006
2000-10-06,46.17,40.07464629806441,66.69074100823343,0.42431761786600497,12.571817562968006
2000-10-09,46.17,40.07464629806441,66.69074100823343,0.42431761786600497,12.571817562968006
2000-10-10,46.25,40.154540718874806,66.9901506373117,0.42863762743280814,12.59360108917631
2000-10-11,46.35,40.395677183196796,67.76315789473684,0.43064201430827836,12.620830496936692
2000-10-12,46.3,40.02074509464949,68.21865330779431,0.4303773935675776,12.6072157930565
2000-10-13,46.45,39.79950304172736,67.80032112100423,0.4314107922355345,12.648059904697075
2000-10-16,46.4,39.38879456706282,67.07140792136455,0.42843951985226225,12.634445200816883
2000-10-17,46.35,39.43002977456402,66.86381996537796,0.42857142857142855,12.620830496936692
2000-10-18,46.45,38.9746601778822,67.18252820364478,0.43097049545370203,12.648059904697075
2000-10-19,46.4,39.004707464694015,66.9166426305163,0.4274527867342239,12.634445200816883
2000-10-20,46.4,38.975220495590094,67.04233492269903,0.42553191489361697,12.634445200816883
2000-10-23,46.45,38.8507862161258,67.58329695911539,0.4283079760258184,12.648059904697075
2000-10-24,46.48,38.875878220140514,67.35255760034777,0.43005181347150256,12.656228727025187
2000-10-25,46.7,38.62057558716507,66.94380733944955,0.4322073114298936,12.716133424098027
2000-10-26,46.7,38.62696443341605,66.83841419779591,0.4309708379475822,12.716133424098027
2000-10-27,46.78,39.32414256893073,67.91521486643438,0.4301609195402299,12.737916950306332
2000-10-30,46.78,39.44350758853289,67.97442603894217,0.4292136893292963,12.737916950306332
2000-10-31,46.9,39.79972844534963,68.03017116333042,0.4296839212093449,12.770592239618788
2000-11-01,46.82,40.188841201716734,67.66873825697355,0.4316002949852507,12.748808713410483
2000-11-02,46.85,40.26297696803025,67.65342960288808,0.4322354460743611,12.7569775357386
2000-11-03,46.7,40.22740976828323,67.64194669756662,0.4340955567949433,12.716133424098027
2000-11-06,46.64,40.0343347639485,66.79077760274953,0.43450717346748646,12.699795779441798
2000-11-07,46.7,40.082396360827396,66.82884945621065,0.43522833178005593,12.716133424098027
2000-11-08,46.72,39.98630605956863,66.51480637813212,0.4343218369433857,12.721579305650103
2000-11-09,46.75,40.084026408299756,66.5859564164649,0.43524811470067964,12.729748127978217
2000-11-10,46.78,40.34845609798172,66.91460449148906,0.4338310303255124,12.737916950306332
2000-11-13,46.77,40.25649853675332,67.29496402877699,0.43426183844011146,12.735194009530295
2000-11-14,46.85,40.16288041148735,67.02432045779686,0.4331946370781322,12.7569775357386
2000-11-15,46.83,40.131973605278944,66.76646706586826,0.4306206896551724,12.751531654186522
2000-11-16,46.85,39.97099223615733,66.66192373363688,0.42950128346167954,12.7569775357386
2000-11-17,46.82,39.87056118538704,66.62871780276078,0.4300936983281279,12.748808713410483
2000-11-20,46.9,39.79972844534963,66.7045939411179,0.4271791602149558,12.770592239618788
2000-11-21,46.85,39.62615241478475,66.34097989238175,0.4247891921298395,12.7569775357386
2000-11-22,46.86,39.4710242587601,65.96283783783784,0.42538126361655776,12.759700476514636
2000-11-23,46.86,39.4710242587601,65.96283783783784,0.42538126361655776,12.759700476514636
2000-11-24,46.91,39.321039396479456,65.66349384098544,0.42117076674447834,12.773315180394826
2000-11-27,46.9,39.864003399915,66.38358103326256,0.4236675700090334,12.770592239618788
2000-11-28,46.93,40.111111111111114,66.55793504467452,0.4257461671051438,12.778761061946904
2000-11-29,46.95,40.26931983875119,66.70929241261723,0.4219086987778577,12.78420694349898
2000-11-30,46.87,40.749434880890284,66.60508739519682,0.4225187054899486,12.762423417290673
2000-12-01,46.89,41.0991322640021,67.39974126778785,0.4218623481781376,12.76786929884275
2000-12-04,46.88,41.60454384096557,68.08016264885275,0.4220761681822275,12.765146358066714
2000-12-05,46.8,41.20443740095087,67.43515850144092,0.4216216216216216,12.743362831858407
2000-12-06,46.78,41.52685308477585,67.2029880764258,0.4236551349393226,12.737916950306332
2000-12-07,46.8,41.61109629234462,67.39631336405529,0.4227642276422764,12.743362831858407
2000-12-08,46.8,41.3610251878038,67.59098786828422,0.42052295803755946,12.743362831858407
2000-12-11,46.78,41.03148846592405,68.08324843545336,0.42231651169089107,12.737916950306332
2000-12-12,46.78,41.04949104949105,67.73819866782509,0.41955156950672645,12.737916950306332
2000-12-13,46.8,40.9735597968832,67.90481717933835,0.4163701067615658,12.743362831858407
2000-12-14,46.8,41.456284879085835,68.63176418829741,0.41629603273438887,12.743362831858407
2000-12-15,46.8,42.02963628199371,69.08768821966342,0.4158151932474456,12.743362831858407
2000-12-18,46.79,41.780516117510494,68.67752825480699,0.4175441727645904,12.740639891082369
2000-12-19,46.75,41.618445651206265,68.34795321637426,0.41537094624611287,12.729748127978217
2000-12-20,46.75,42.34601449275362,68.89183613321545,0.4152602593711139,12.729748127978217
2000-12-21,46.74,42.58769931662871,68.74540373584351,0.4166518095917276,12.727025187202178
2000-12-22,46.77,43.16965109839395,69.13525498891353,0.4148115299334812,12.735194009530295
2000-12-25,46.77,43.16965109839395,69.13525498891353,0.4148115299334812,12.735194009530295
2000-12-26,46.75,43.43988106299944,69.18750924966702,0.411459250132019,12.729748127978217
2000-12-27,46.73,43.477856345366575,69.68386519534745,0.4091943957968476,12.72430224642614
2000-12-28,46.75,43.275016199203925,69.69290399522959,0.40786948176583493,12.729748127978217
2000-12-29,46.75,43.88847164851671,69.91176910423209,0.40883253170091827,12.729748127978217
2001-01-01,46.75,43.88847164851671,69.91176910423209,0.40883253170091827,12.729748127978217
2001-01-02,46.74,44.24041646947468,70.00149767859818,0.4073912664516691,12.727025187202178
2001-01-03,46.75,44.287608942781354,70.33248081841433,0.40915455977594956,12.729748127978217
2001-01-04,46.78,44.19879062736206,69.84174380412064,0.4051268727808089,12.737916950306332
2001-01-05,46.76,44.584286803966435,70.09443861490031,0.40244427231259144,12.732471068754254
2001-01-08,46.73,44.3274520963764,69.95508982035928,0.40294903854445113,12.72430224642614
2001-01-09,46.68,43.863935350498025,69.55744300402324,0.4002057613168724,12.71068754254595
2001-01-10,46.68,43.81864263587722,69.59892649470703,0.40151384827111647,12.71068754254595
2001-01-11,46.68,44.44021325209444,69.8593235558216,0.39707383463763185,12.71068754254595
2001-01-12,47.47,45.02940618478467,70.14925373134328,0.4031080163043478,12.925799863852962
2001-01-15,47.47,45.02940618478467,70.14925373134328,0.4031080163043478,12.925799863852962
2001-01-16,46.55,43.63517060367454,68.3152333431171,0.3969133697135061,12.675289312457453
2001-01-17,46.48,43.25330355481109,68.43345111896348,0.3927334178284749,12.656228727025187
2001-01-18,46.45,43.87870772718686,68.54065220599085,0.39437935133299373,12.648059904697075
2001-01-19,46.43,43.473782771535575,68.16913815886066,0.39605902925872216,12.642614023144997
2001-01-22,46.43,43.52268466441695,68.01933782595957,0.39813068084376607,12.642614023144997
2001-01-23,46.39,43.55459581259976,68.26074161271336,0.3966652415562206,12.631722260040844
2001-01-24,46.42,42.97750208314045,67.84565916398714,0.3927906583178203,12.63989108236896
2001-01-25,46.54,42.90587259149995,67.97137432452169,0.39808399623642116,12.672566371681416
2001-01-26,46.53,42.868988391376455,67.88736504231106,0.3971491976783886,12.66984343090538
2001-01-29,46.5,42.691883951524055,67.75462625673903,0.39856004114168164,12.661674608577265
2001-01-30,46.46,43.042430980174174,67.9041216018708,0.40138228941684667,12.650782845473111
2001-01-31,46.44,43.228148561854226,67.86497150372644,0.3990033508033336,12.645336963921034
2001-02-01,46.41,43.55292792792792,68.572695035461,0.40241047429116444,12.63716814159292
2001-02-02,46.44,43.45466454570974,68.2339112547752,0.401556420233463,12.645336963921034
2001-02-05,46.43,43.62081924088688,68.48082595870206,0.4037742412383686,12.642614023144997
2001-02-06,46.42,43.189430591738,67.7071178529755,0.40407381615598886,12.63989108236896
2001-02-07,46.46,43.35168423999253,67.98361135498976,0.3997934773255314,12.650782845473111
2001-02-08,46.46,42.66691156212692,67.09025270758123,0.3994840928632846,12.650782845473111
2001-02-09,46.54,43.12853303678992,67.43950152151861,0.3958492812792379,12.672566371681416
2001-02-12,46.56,43.23922734026746,67.57619738751815,0.3958510457405203,12.678012253233494
2001-02-13,46.6,42.89001380579844,67.61462565293094,0.39727195225916456,12.688904016337645
2001-02-14,46.65,42.90444219626598,68.00291545189503,0.3999142734676382,12.702518720217835
2001-02-15,46.63,42.233493342994294,67.56991740327489,0.40312959280712374,12.69707283866576
2001-02-16,46.55,42.647732478240954,67.52248331882797,0.40316992897973325,12.675289312457453
2001-02-19,46.55,42.647732478240954,67.52248331882797,0.40316992897973325,12.675289312457453
2001-02-20,46.66,42.441331635437514,67.35960733362205,0.4037379942891754,12.705241660993872
2001-02-21,46.65,42.34365072161206,67.10299194476409,0.4006011163589523,12.702518720217835
2001-02-22,46.63,42.287113448807474,67.36492343253396,0.4001544666609457,12.69707283866576
2001-02-23,46.65,42.42837653478854,67.50108522645058,0.40163581575548857,12.702518720217835
2001-02-26,46.66,42.429753569155224,67.37906137184115,0.40006859298636716,12.705241660993872
2001-02-27,46.68,42.61068005476952,67.2428694900605,0.4017211703958692,12.71068754254595
2001-02-28,46.59,42.92031321971442,67.23913984701979,0.39725443383356074,12.686181075561608
2001-03-01,46.59,43.28718758710397,67.80672391209431,0.3970851444643314,12.686181075561608
2001-03-02,46.59,43.51358924068367,68.60550728905905,0.39131530320846636,12.686181075561608
2001-03-05,46.57,43.26056665118439,68.3947716257894,0.391081625797783,12.68073519400953
2001-03-06,46.53,43.33209163717638,68.18581477139507,0.3914360225456381,12.66984343090538
2001-03-07,46.57,43.18835203561161,68.04500292226768,0.388536626063741,12.68073519400953
2001-03-08,46.56,43.21113689095128,68.289821061895,0.3895908292193122,12.678012253233494
2001-03-09,46.55,43.362831858407084,68.3152333431171,0.3888564029738535,12.675289312457453
2001-03-12,46.57,43.30884404352274,68.31450784802699,0.3860565365166211,12.68073519400953
2001-03-13,46.7,42.7225322477358,67.77939042089986,0.38851913477537436,12.716133424098027
2001-03-14,46.69,42.64316375924742,67.68628587996521,0.3859634620153757,12.713410483321988
2001-03-15,46.66,42.207146087743105,67.35960733362205,0.38173934385993613,12.705241660993872
2001-03-16,46.69,41.69122243057416,66.60485021398003,0.3800569800569801,12.713410483321988
2001-03-19,46.72,41.97663971248877,66.51480637813212,0.3811699437056376,12.721579305650103
2001-03-20,46.71,42.29062924400181,66.72857142857143,0.3805915424101687,12.718856364874064
